KPI,KPI_VALUE,FISCAL_QUARTER_NAME,FISCAL_QUARTER_KEY,FISCAL_MONTH_NAME,FISCAL_MONTH_KEY,FISCAL_YEAR_NAME,THEATER,PRODUCT,SEGMENT,OPPORTUNITY_ID,ACCOUNT_ID,ACCOUNT_NAME,RECORD_TYPE,NEW_LOGO_FLAG,DEAL_VELOCITY,SYMBOL
Open Pipeline,580172.06,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Enterprise,OPP1552,ACC023,Wernham Hogg,ES1 Opportunity,N,,$
Open Pipeline,834853.78,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Commercial,OPP1553,ACC018,Oscorp,ES2 Opportunity,N,,$
Open Pipeline,1608497.94,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1554,ACC024,Sterling Cooper,ES2 Opportunity,N,,$
Open Pipeline,390356.66,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1555,ACC027,Spacely Sprockets,ES2 Opportunity,N,,$
Open Pipeline,126893.88,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Enterprise,OPP1556,ACC022,Los Pollos Hermanos,ES2 Opportunity,N,,$
Open Pipeline,386270.63,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Corporate,OPP1557,ACC011,Aperture Labs,ES2 Opportunity,N,,$
Open Pipeline,159423.33,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Commercial,OPP1558,ACC030,Planet Express,ES1 Opportunity,N,,$
Open Pipeline,403802.98,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1559,ACC018,Oscorp,ES2 Opportunity,N,,$
Open Pipeline,114506.88,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Commercial,OPP1560,ACC017,Nakatomi Trading,ES2 Opportunity,N,,$
Open Pipeline,313813.63,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Enterprise,OPP1561,ACC012,Massive Dynamic,ES2 Opportunity,N,,$
Open Pipeline,508035.52,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1562,ACC011,Aperture Labs,ES1 Opportunity,N,,$
Open Pipeline,247228.48,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Commercial,OPP1563,ACC013,Vandelay Imports,ES2 Opportunity,N,,$
Open Pipeline,246713.92,1QFY26,20261,May FY26,202605,FY26,Americas,Others,Commercial,OPP1564,ACC024,Sterling Cooper,ES1 Opportunity,N,,$
Open Pipeline,233403.45,1QFY26,20261,May FY26,202605,FY26,EMEA,Others,Enterprise,OPP1565,ACC024,Sterling Cooper,ES1 Opportunity,N,,$
Open Pipeline,129091.2,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1566,ACC010,Cyberdyne,ES1 Opportunity,N,,$
Open Pipeline,187361.46,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1567,ACC011,Aperture Labs,ES2 Opportunity,N,,$
Open Pipeline,205399.19,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Enterprise,OPP1568,ACC004,Umbrella Group,ES2 Opportunity,N,,$
Open Pipeline,176254.7,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1569,ACC006,Wayne Enterprises,ES1 Opportunity,N,,$
Open Pipeline,1234912.76,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Commercial,OPP1570,ACC029,Krusty Krab,ES1 Opportunity,N,,$
Open Pipeline,60166.9,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Enterprise,OPP1571,ACC026,Vehement Capital,ES2 Opportunity,N,,$
Open Pipeline,1395217.4,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Corporate,OPP1572,ACC006,Wayne Enterprises,ES2 Opportunity,N,,$
Open Pipeline,264659.53,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1573,ACC009,Tyrell Systems,ES1 Opportunity,N,,$
Open Pipeline,417607.27,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1574,ACC022,Los Pollos Hermanos,ES1 Opportunity,N,,$
Open Pipeline,74123.51,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1575,ACC003,Initech,ES2 Opportunity,N,,$
Open Pipeline,1622281.76,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1576,ACC003,Initech,ES1 Opportunity,N,,$
Open Pipeline,66023.31,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Corporate,OPP1577,ACC008,Wonka Holdings,ES2 Opportunity,N,,$
Open Pipeline,813373.15,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Corporate,OPP1578,ACC022,Los Pollos Hermanos,ES2 Opportunity,N,,$
Open Pipeline,21554.61,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Corporate,OPP1579,ACC018,Oscorp,ES1 Opportunity,N,,$
Open Pipeline,17507.06,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1580,ACC024,Sterling Cooper,ES2 Opportunity,N,,$
Open Pipeline,667620.41,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Commercial,OPP1581,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
Open Pipeline,554278.33,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Enterprise,OPP1582,ACC001,Acme Industries,ES2 Opportunity,N,,$
Open Pipeline,971627.77,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1583,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
IQC Pipeline,60395.1,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Commercial,OPP1584,ACC007,Soylent Co,ES2 Opportunity,N,,$
IQC Pipeline,185793.58,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1585,ACC027,Spacely Sprockets,ES1 Opportunity,N,,$
IQC Pipeline,197564.53,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Commercial,OPP1586,ACC020,Bluth Co,ES1 Opportunity,N,,$
IQC Pipeline,1397423.0,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Commercial,OPP1587,ACC007,Soylent Co,ES2 Opportunity,N,,$
IQC Pipeline,550543.14,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1588,ACC023,Wernham Hogg,ES2 Opportunity,N,,$
IQC Pipeline,339842.67,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Corporate,OPP1589,ACC004,Umbrella Group,ES2 Opportunity,N,,$
IQC Pipeline,171057.49,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Enterprise,OPP1590,ACC016,Dunder Mifflin,ES2 Opportunity,N,,$
IQC Pipeline,113562.37,1QFY26,20261,May FY26,202605,FY26,EMEA,Others,Commercial,OPP1591,ACC011,Aperture Labs,ES1 Opportunity,N,,$
IQC Pipeline,114601.77,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1592,ACC027,Spacely Sprockets,ES2 Opportunity,N,,$
IQC Pipeline,131094.27,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Commercial,OPP1593,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
IQC Pipeline,409433.41,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Commercial,OPP1594,ACC010,Cyberdyne,ES1 Opportunity,N,,$
IQC Pipeline,1215642.13,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1595,ACC007,Soylent Co,ES1 Opportunity,N,,$
IQC Pipeline,203691.49,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1596,ACC011,Aperture Labs,ES1 Opportunity,N,,$
IQC Pipeline,333516.4,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1597,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
IQC Pipeline,384408.98,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Commercial,OPP1598,ACC011,Aperture Labs,ES1 Opportunity,N,,$
IQC Pipeline,329481.87,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1599,ACC016,Dunder Mifflin,ES2 Opportunity,N,,$
IQC Pipeline,2005918.97,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Enterprise,OPP1600,ACC024,Sterling Cooper,ES2 Opportunity,N,,$
IQC Pipeline,250730.79,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1601,ACC018,Oscorp,ES1 Opportunity,N,,$
IQC Pipeline,98751.54,1QFY26,20261,May FY26,202605,FY26,EMEA,Others,Commercial,OPP1602,ACC006,Wayne Enterprises,ES1 Opportunity,N,,$
IQC Pipeline,162937.05,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1603,ACC024,Sterling Cooper,ES2 Opportunity,N,,$
IQC Pipeline,52616.21,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Corporate,OPP1604,ACC022,Los Pollos Hermanos,ES2 Opportunity,N,,$
IQC Pipeline,259779.16,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1605,ACC004,Umbrella Group,ES2 Opportunity,N,,$
Atbats,425926.56,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1606,ACC007,Soylent Co,ES2 Opportunity,N,,$
Atbats,64367.97,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Commercial,OPP1607,ACC009,Tyrell Systems,ES1 Opportunity,N,,$
Atbats,118693.83,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Corporate,OPP1608,ACC016,Dunder Mifflin,ES2 Opportunity,N,,$
Atbats,275187.56,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Corporate,OPP1609,ACC012,Massive Dynamic,ES2 Opportunity,N,,$
Atbats,490356.15,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1610,ACC017,Nakatomi Trading,ES1 Opportunity,N,,$
Atbats,342481.34,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Commercial,OPP1611,ACC018,Oscorp,ES1 Opportunity,N,,$
Atbats,665278.26,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Commercial,OPP1612,ACC023,Wernham Hogg,ES1 Opportunity,N,,$
Atbats,3599155.61,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Commercial,OPP1613,ACC022,Los Pollos Hermanos,ES1 Opportunity,N,,$
Atbats,275409.64,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Corporate,OPP1614,ACC014,Pied Piper,ES1 Opportunity,N,,$
Atbats,709912.74,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1615,ACC013,Vandelay Imports,ES1 Opportunity,N,,$
Atbats,275839.96,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1616,ACC005,Stark Industries,ES2 Opportunity,N,,$
Atbats,206230.93,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Corporate,OPP1617,ACC009,Tyrell Systems,ES1 Opportunity,N,,$
Atbats,1394605.63,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Enterprise,OPP1618,ACC012,Massive Dynamic,ES2 Opportunity,N,,$
Atbats,143531.57,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1619,ACC019,Gringotts Bank,ES2 Opportunity,N,,$
Atbats,39483.99,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1620,ACC016,Dunder Mifflin,ES2 Opportunity,N,,$
Atbats,1937772.88,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Enterprise,OPP1621,ACC002,Globex Corp,ES1 Opportunity,N,,$
Atbats,815350.16,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Corporate,OPP1622,ACC029,Krusty Krab,ES2 Opportunity,N,,$
Atbats,813753.57,1QFY26,20261,May FY26,202605,FY26,Americas,Others,Enterprise,OPP1623,ACC020,Bluth Co,ES1 Opportunity,N,,$
Atbats,407061.91,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1624,ACC017,Nakatomi Trading,ES2 Opportunity,N,,$
Atbats,478120.63,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Enterprise,OPP1625,ACC020,Bluth Co,ES2 Opportunity,N,,$
Atbats,369107.82,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Enterprise,OPP1626,ACC003,Initech,ES2 Opportunity,N,,$
Atbats,272207.75,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1627,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Atbats,1333648.25,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Commercial,OPP1628,ACC007,Soylent Co,ES1 Opportunity,N,,$
Atbats,338358.8,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Enterprise,OPP1629,ACC003,Initech,ES1 Opportunity,N,,$
Atbats,103098.72,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Enterprise,OPP1630,ACC001,Acme Industries,ES1 Opportunity,N,,$
Atbats,558978.26,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Corporate,OPP1631,ACC005,Stark Industries,ES2 Opportunity,N,,$
Atbats,83222.83,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1632,ACC028,Cogswell Cogs,ES1 Opportunity,N,,$
Atbats,100094.74,1QFY26,20261,May FY26,202605,FY26,Americas,Others,Corporate,OPP1633,ACC023,Wernham Hogg,ES2 Opportunity,N,,$
Atbats,678860.42,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Enterprise,OPP1634,ACC007,Soylent Co,ES1 Opportunity,N,,$
Atbats,440639.5,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1635,ACC023,Wernham Hogg,ES2 Opportunity,N,,$
Atbats,508896.78,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1636,ACC007,Soylent Co,ES2 Opportunity,N,,$
Atbats,1173569.97,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Corporate,OPP1637,ACC022,Los Pollos Hermanos,ES2 Opportunity,N,,$
Atbats,22575.96,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1638,ACC029,Krusty Krab,ES2 Opportunity,N,,$
Atbats,447015.61,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Commercial,OPP1639,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
Atbats,1227098.95,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Corporate,OPP1640,ACC023,Wernham Hogg,ES1 Opportunity,N,,$
Atbats,345477.29,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Enterprise,OPP1641,ACC012,Massive Dynamic,ES1 Opportunity,N,,$
Atbats,424317.37,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1642,ACC013,Vandelay Imports,ES2 Opportunity,N,,$
Atbats,205343.61,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Enterprise,OPP1643,ACC022,Los Pollos Hermanos,ES2 Opportunity,N,,$
Atbats,536114.98,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Commercial,OPP1644,ACC010,Cyberdyne,ES2 Opportunity,N,,$
Atbats,913432.99,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1645,ACC022,Los Pollos Hermanos,ES1 Opportunity,N,,$
Atbats,105419.87,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Enterprise,OPP1646,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Atbats,913835.32,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1647,ACC027,Spacely Sprockets,ES2 Opportunity,N,,$
Atbats,249318.48,1QFY26,20261,May FY26,202605,FY26,EMEA,FB,Corporate,OPP1648,ACC024,Sterling Cooper,ES1 Opportunity,N,,$
Atbats,55280.78,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1649,ACC020,Bluth Co,ES1 Opportunity,N,,$
Atbats,127158.37,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Enterprise,OPP1650,ACC003,Initech,ES2 Opportunity,N,,$
Atbats,593401.79,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Commercial,OPP1651,ACC006,Wayne Enterprises,ES1 Opportunity,N,,$
Atbats,1050539.01,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1652,ACC001,Acme Industries,ES2 Opportunity,N,,$
Atbats,75264.47,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Enterprise,OPP1653,ACC015,Hooli,ES1 Opportunity,N,,$
Atbats,1101038.04,1QFY26,20261,May FY26,202605,FY26,EMEA,Others,Corporate,OPP1654,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
Atbats,237585.88,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Commercial,OPP1655,ACC021,Strickland Propane,ES1 Opportunity,N,,$
Atbats,341655.27,1QFY26,20261,May FY26,202605,FY26,Americas,Others,Enterprise,OPP1656,ACC024,Sterling Cooper,ES1 Opportunity,N,,$
Atbats,88140.18,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Enterprise,OPP1657,ACC029,Krusty Krab,ES2 Opportunity,N,,$
Atbats,45792.26,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Enterprise,OPP1658,ACC023,Wernham Hogg,ES1 Opportunity,N,,$
Atbats,331340.05,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Commercial,OPP1659,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
Atbats,1282290.92,1QFY26,20261,May FY26,202605,FY26,APJ,FA,Enterprise,OPP1660,ACC006,Wayne Enterprises,ES2 Opportunity,N,,$
Atbats,148499.93,1QFY26,20261,May FY26,202605,FY26,Americas,Others,Enterprise,OPP1661,ACC021,Strickland Propane,ES2 Opportunity,N,,$
Atbats,491096.57,1QFY26,20261,May FY26,202605,FY26,Americas,FB,Commercial,OPP1662,ACC023,Wernham Hogg,ES2 Opportunity,N,,$
Atbats,123650.71,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Enterprise,OPP1663,ACC002,Globex Corp,ES1 Opportunity,N,,$
Atbats,445500.7,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1664,ACC002,Globex Corp,ES1 Opportunity,N,,$
Atbats,262277.59,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Enterprise,OPP1665,ACC007,Soylent Co,ES1 Opportunity,N,,$
Atbats,316432.04,1QFY26,20261,May FY26,202605,FY26,APJ,Others,Enterprise,OPP1666,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
Atbats,277830.18,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Enterprise,OPP1667,ACC020,Bluth Co,ES1 Opportunity,N,,$
Atbats,1092277.27,1QFY26,20261,May FY26,202605,FY26,Americas,FA,Enterprise,OPP1668,ACC002,Globex Corp,ES1 Opportunity,N,,$
Atbats,448947.1,1QFY26,20261,May FY26,202605,FY26,EMEA,Others,Enterprise,OPP1669,ACC006,Wayne Enterprises,ES2 Opportunity,N,,$
Atbats,142214.63,1QFY26,20261,May FY26,202605,FY26,APJ,FB,Commercial,OPP1670,ACC006,Wayne Enterprises,ES1 Opportunity,N,,$
Atbats,249744.83,1QFY26,20261,May FY26,202605,FY26,EMEA,FA,Corporate,OPP1671,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Bookings,330879.91,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Commercial,OPP1672,ACC020,Bluth Co,ES1 Opportunity,Y,176,$
Bookings,1204813.14,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FB,Commercial,OPP1673,ACC023,Wernham Hogg,ES1 Opportunity,N,185,$
Bookings,734962.87,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1674,ACC017,Nakatomi Trading,ES1 Opportunity,N,157,$
Bookings,303547.13,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1675,ACC015,Hooli,ES2 Opportunity,N,60,$
Bookings,545354.01,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Enterprise,OPP1676,ACC021,Strickland Propane,ES1 Opportunity,N,193,$
Bookings,155209.66,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Commercial,OPP1677,ACC004,Umbrella Group,ES1 Opportunity,N,117,$
Bookings,234612.82,1QFY26,20261,Jun FY26,202606,FY26,Americas,FA,Corporate,OPP1678,ACC016,Dunder Mifflin,Renewal,N,151,$
Bookings,1395587.03,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Corporate,OPP1679,ACC015,Hooli,Renewal,N,135,$
Bookings,351493.74,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1680,ACC026,Vehement Capital,ES1 Opportunity,N,120,$
Bookings,709383.76,1QFY26,20261,Jun FY26,202606,FY26,APJ,FB,Commercial,OPP1681,ACC020,Bluth Co,ES2 Opportunity,Y,108,$
Bookings,366627.68,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Corporate,OPP1682,ACC027,Spacely Sprockets,ES2 Opportunity,N,85,$
Bookings,283766.07,1QFY26,20261,Jun FY26,202606,FY26,Americas,FB,Corporate,OPP1683,ACC001,Acme Industries,ES1 Opportunity,N,158,$
Bookings,106697.79,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1684,ACC004,Umbrella Group,ES1 Opportunity,N,162,$
Bookings,483051.06,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Corporate,OPP1685,ACC010,Cyberdyne,ES2 Opportunity,N,205,$
Bookings,12913.41,1QFY26,20261,Jun FY26,202606,FY26,APJ,FB,Enterprise,OPP1686,ACC021,Strickland Propane,ES1 Opportunity,N,112,$
Bookings,133798.37,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FB,Enterprise,OPP1687,ACC004,Umbrella Group,ES2 Opportunity,Y,189,$
Bookings,336889.3,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1688,ACC010,Cyberdyne,ES1 Opportunity,N,73,$
Bookings,32308.35,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Enterprise,OPP1689,ACC002,Globex Corp,Renewal,N,57,$
Bookings,213108.46,1QFY26,20261,Jun FY26,202606,FY26,APJ,FB,Commercial,OPP1690,ACC023,Wernham Hogg,ES1 Opportunity,N,121,$
Bookings,47023.24,1QFY26,20261,Jun FY26,202606,FY26,APJ,FB,Enterprise,OPP1691,ACC025,Pendant Publishing,Renewal,N,149,$
Bookings,394233.07,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Commercial,OPP1692,ACC023,Wernham Hogg,ES1 Opportunity,N,150,$
Bookings,183647.62,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1693,ACC030,Planet Express,ES2 Opportunity,N,113,$
Bookings,260704.05,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Corporate,OPP1694,ACC012,Massive Dynamic,ES2 Opportunity,N,62,$
Bookings,335423.41,1QFY26,20261,Jun FY26,202606,FY26,Americas,FA,Commercial,OPP1695,ACC018,Oscorp,ES1 Opportunity,N,181,$
Bookings,193781.18,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Enterprise,OPP1696,ACC019,Gringotts Bank,ES1 Opportunity,N,141,$
Bookings,392368.17,1QFY26,20261,Jun FY26,202606,FY26,Americas,FB,Enterprise,OPP1697,ACC019,Gringotts Bank,Renewal,N,154,$
Bookings,42806.77,1QFY26,20261,Jun FY26,202606,FY26,Americas,FB,Enterprise,OPP1698,ACC003,Initech,Renewal,N,183,$
Bookings,658662.24,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1699,ACC019,Gringotts Bank,ES2 Opportunity,N,192,$
Bookings,3527216.86,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Enterprise,OPP1700,ACC007,Soylent Co,ES1 Opportunity,N,111,$
Bookings,51105.37,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FB,Corporate,OPP1701,ACC019,Gringotts Bank,Renewal,N,32,$
Bookings,538289.67,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Corporate,OPP1702,ACC001,Acme Industries,Renewal,N,210,$
Bookings,74649.35,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FB,Enterprise,OPP1703,ACC013,Vandelay Imports,ES2 Opportunity,N,141,$
Bookings,367336.9,1QFY26,20261,Jun FY26,202606,FY26,Americas,FB,Corporate,OPP1704,ACC014,Pied Piper,ES2 Opportunity,N,201,$
Bookings,494776.34,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Corporate,OPP1705,ACC021,Strickland Propane,ES2 Opportunity,N,146,$
Renewal Bookings,249131.0,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FB,Commercial,OPP1706,ACC012,Massive Dynamic,Renewal,N,,$
Renewal Bookings,84189.02,1QFY26,20261,Jun FY26,202606,FY26,Americas,FB,Corporate,OPP1707,ACC008,Wonka Holdings,Renewal,N,,$
Renewal Bookings,275175.14,1QFY26,20261,Jun FY26,202606,FY26,APJ,FB,Enterprise,OPP1708,ACC002,Globex Corp,Renewal,N,,$
Renewal Bookings,251073.57,1QFY26,20261,Jun FY26,202606,FY26,Americas,FB,Corporate,OPP1709,ACC003,Initech,Renewal,N,,$
Renewal Bookings,22480.75,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Enterprise,OPP1710,ACC029,Krusty Krab,Renewal,N,,$
Renewal Bookings,220163.21,1QFY26,20261,Jun FY26,202606,FY26,APJ,FB,Corporate,OPP1711,ACC003,Initech,Renewal,N,,$
Renewal Bookings,325697.11,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1712,ACC011,Aperture Labs,Renewal,N,,$
Renewal Bookings,185654.21,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FB,Commercial,OPP1713,ACC024,Sterling Cooper,Renewal,N,,$
Renewal Bookings,117588.42,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Enterprise,OPP1714,ACC030,Planet Express,Renewal,N,,$
Renewal Bookings,218289.08,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Commercial,OPP1715,ACC019,Gringotts Bank,Renewal,N,,$
Renewal Bookings,230059.97,1QFY26,20261,Jun FY26,202606,FY26,Americas,FA,Enterprise,OPP1716,ACC026,Vehement Capital,Renewal,N,,$
Renewal Bookings,118368.63,1QFY26,20261,Jun FY26,202606,FY26,EMEA,FA,Enterprise,OPP1717,ACC024,Sterling Cooper,Renewal,N,,$
Renewal Bookings,84992.79,1QFY26,20261,Jun FY26,202606,FY26,APJ,FB,Commercial,OPP1718,ACC012,Massive Dynamic,Renewal,N,,$
Renewal Bookings,334484.27,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Enterprise,OPP1719,ACC017,Nakatomi Trading,Renewal,N,,$
Open Pipeline,291416.95,1QFY26,20261,Jun FY26,202606,FY26,Americas,FB,Corporate,OPP1720,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Open Pipeline,175240.19,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Commercial,OPP1721,ACC002,Globex Corp,ES1 Opportunity,N,,$
Open Pipeline,1061365.31,1QFY26,20261,Jun FY26,202606,FY26,Americas,FA,Commercial,OPP1722,ACC016,Dunder Mifflin,ES2 Opportunity,N,,$
Open Pipeline,2153571.01,1QFY26,20261,Jun FY26,202606,FY26,APJ,FA,Commercial,OPP1723,ACC009,Tyrell Systems,ES2 Opportunity,N,,$
